person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,income_per_credit_year,credit_history_to_age_ratio,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
21,10.494629692640487,5.0,2,9.105090961257085,10.39,0,0.25,0,2,0.24916943521594684,12040.0,0.09523809523809523,0,0,0,1,0,0,0,0,0,1
28,11.970356641102999,6.0,1,9.61587214452889,7.9,0,0.09,0,5,0.0949367088607595,26333.333333333332,0.17857142857142858,1,0,0,0,0,0,0,1,0,0
38,11.744045122410057,3.0,4,7.783640596221253,15.31,0,0.02,0,14,0.01904761904761905,8400.0,0.3684210526315789,1,0,0,0,0,0,0,0,0,1
26,10.811181437184764,1.0,3,9.210440366976517,13.11,0,0.2,1,3,0.2017308506989974,12392.75,0.11538461538461539,0,0,0,1,0,0,0,0,0,1
24,10.915688284286576,8.0,1,9.392745258631441,9.63,0,0.22,0,2,0.21805494984736154,18344.0,0.08333333333333333,0,0,0,1,0,1,0,0,0,0
25,11.643962499267984,4.0,1,9.210440366976517,9.32,0,0.09,0,4,0.08771929824561403,22800.0,0.16,1,0,0,0,0,1,0,0,0,0
32,10.203629181337648,5.0,3,8.412054873292933,13.11,0,0.17,1,5,0.16666666666666666,4500.0,0.15625,0,0,0,1,0,1,0,0,0,0
42,12.611541086966115,26.0,1,9.680406499268875,9.63,0,0.05,0,15,0.05333333333333334,18750.0,0.35714285714285715,0,0,0,1,0,0,0,1,0,0
28,11.918397239722838,4.0,2,9.90353755128617,10.99,0,0.13,0,8,0.13333333333333333,16666.666666666668,0.2857142857142857,1,0,0,0,0,1,0,0,0,0
31,12.154784614286667,4.0,1,9.105090961257085,6.03,0,0.05,0,7,0.04736842105263158,23750.0,0.22580645161290322,1,0,0,0,1,0,0,0,0,0
30,10.503230236323834,1.0,4,9.852246888342531,15.21,1,0.52,1,5,0.5215195432586737,6072.0,0.16666666666666666,0,0,0,1,0,1,0,0,0,0
24,11.141876276228,1.0,2,8.630700432209832,9.99,0,0.08,0,3,0.08115942028985507,17250.0,0.125,0,0,0,1,0,0,0,0,0,1
29,10.12667110305036,5.0,1,8.919453168575453,8.49,0,0.3,0,6,0.299,3571.4285714285716,0.20689655172413793,1,0,0,0,1,0,0,0,0,0
26,11.082157933374816,11.0,1,9.392745258631441,7.9,0,0.18,0,2,0.18461538461538463,21666.666666666668,0.07692307692307693,1,0,0,0,0,0,0,0,0,1
22,11.050905878263567,2.0,1,9.55400099583723,8.0,0,0.22,0,2,0.22380952380952382,21000.0,0.09090909090909091,1,0,0,0,0,1,0,0,0,0
27,11.918397239722838,0.0,1,9.210440366976517,8.59,0,0.07,0,6,0.06666666666666667,21428.571428571428,0.2222222222222222,0,0,1,0,0,1,0,0,0,0
38,11.002116507732017,0.0,3,8.699681400989514,13.57,0,0.1,1,15,0.1,3750.0,0.39473684210526316,0,0,0,1,0,0,1,0,0,0
26,10.993748398115178,8.0,2,8.537191877922927,10.37,0,0.09,0,4,0.08571428571428572,11900.0,0.15384615384615385,1,0,0,0,0,0,0,0,1,0
22,10.596659732783579,0.0,3,8.764209507142004,14.22,0,0.16,1,2,0.16,13333.333333333334,0.09090909090909091,0,0,1,0,0,0,0,0,0,1
23,10.858941303591607,1.0,2,8.006700845440367,10.37,0,0.06,0,2,0.05769674590353104,17332.0,0.08695652173913043,0,0,0,1,1,0,0,0,0,0
21,9.99884318585288,2.0,4,8.294299608857235,15.05,0,0.18,0,4,0.18181818181818182,4400.0,0.19047619047619047,0,0,1,0,1,0,0,0,0,0
23,10.725577489011457,2.0,3,9.581972891547895,13.485,1,0.32,0,3,0.31865330520393814,11376.0,0.13043478260869565,0,0,0,1,0,0,0,0,1,0
24,10.308985993422082,0.0,2,9.088285725968877,10.99,0,0.29,0,4,0.295,6000.0,0.16666666666666666,0,0,0,1,0,0,0,1,0,0
23,10.165890277802454,7.0,2,7.601402334583733,10.36,0,0.08,0,2,0.07692307692307693,8666.666666666666,0.08695652173913043,0,0,1,0,0,0,0,0,1,0
25,11.270866642542865,9.0,1,9.680406499268875,7.88,0,0.2,0,2,0.20382165605095542,26166.666666666668,0.08,1,0,0,0,1,0,0,0,0,0
30,10.596659732783579,9.0,4,9.105090961257085,16.77,0,0.23,1,5,0.225,6666.666666666667,0.16666666666666666,0,0,0,1,0,1,0,0,0,0
24,11.51293546492023,5.0,1,9.392745258631441,7.9,0,0.12,0,2,0.12,33333.333333333336,0.08333333333333333,0,0,0,1,0,0,1,0,0,0
25,11.184435286790631,7.0,2,10.12667110305036,11.89,0,0.35,0,2,0.3472222222222222,24000.0,0.08,1,0,0,0,0,1,0,0,0,0
29,10.945547126244623,14.0,2,9.305741456739435,10.62,0,0.19,0,6,0.19400352733686066,8100.0,0.20689655172413793,0,0,1,0,0,0,0,1,0,0
28,11.105874099420692,4.0,2,8.476579508530941,10.36,0,0.07,0,5,0.07211538461538461,11093.333333333334,0.17857142857142858,0,0,0,1,0,0,0,0,1,0
21,10.714439990727769,4.0,1,8.517393171418904,7.14,0,0.11,0,4,0.1111111111111111,9000.0,0.19047619047619047,1,0,0,0,0,1,0,0,0,0
21,10.925956465688445,2.0,1,8.699681400989514,7.49,0,0.11,0,3,0.1079136690647482,13900.0,0.14285714285714285,0,0,0,1,0,0,0,0,1,0
26,9.99884318585288,3.0,2,8.249575150000199,10.65,0,0.17,0,4,0.17386363636363636,4400.0,0.15384615384615385,1,0,0,0,1,0,0,0,0,0
24,10.668978650219241,8.0,1,9.210440366976517,5.79,0,0.23,0,2,0.23255813953488372,14333.333333333334,0.08333333333333333,0,0,0,1,0,1,0,0,0,0
29,10.915106645867503,4.0,2,8.987321812850125,10.0,0,0.15,0,6,0.14545454545454545,7857.142857142857,0.20689655172413793,1,0,0,0,0,0,0,0,1,0
23,11.049317340813348,2.0,4,9.392745258631441,14.96,1,0.16,0,4,0.1907790143084261,12580.0,0.17391304347826086,0,0,0,1,0,0,0,1,0,0
23,10.933124826700707,1.0,2,8.987321812850125,10.0,0,0.14,0,3,0.14285714285714285,14000.0,0.13043478260869565,0,0,0,1,0,1,0,0,0,0
28,10.473930231870588,9.0,3,7.62608275807238,15.96,0,0.06,1,8,0.05794234030525721,3931.1111111111113,0.2857142857142857,1,0,0,0,0,1,0,0,0,0
25,11.156207662970246,3.0,2,10.12667110305036,10.62,0,0.36,0,3,0.35716326647236984,17499.0,0.12,1,0,0,0,0,0,0,0,1,0
22,10.859018228147887,1.0,1,8.517393171418904,6.99,0,0.1,0,4,0.09615384615384616,10400.0,0.18181818181818182,0,0,0,1,0,0,0,0,0,1
25,10.126511096649761,2.0,1,9.132486932771318,8.59,1,0.37,0,4,0.3700592094735158,4999.2,0.16,0,0,0,1,0,1,0,0,0,0
25,11.264476926102367,0.0,2,10.12667110305036,9.64,0,0.32,0,4,0.32051282051282054,15600.0,0.16,1,0,0,0,0,0,1,0,0,0
22,10.268165387743457,2.0,1,9.210440366976517,7.49,0,0.35,0,2,0.3472222222222222,9600.0,0.09090909090909091,1,0,0,0,0,0,0,1,0,0
30,10.434145214930487,0.0,3,9.392745258631441,12.87,1,0.35,0,6,0.35294117647058826,4857.142857142857,0.2,0,0,0,1,1,0,0,0,0,0
26,11.427378469795439,10.0,5,9.210440366976517,16.32,1,0.09,1,4,0.10893246187363835,18360.0,0.15384615384615385,1,0,0,0,0,0,0,1,0,0
36,11.19135563385109,2.0,1,9.210440366976517,7.9,0,0.14,0,11,0.13793103448275862,6041.666666666667,0.3055555555555556,0,0,0,1,0,0,0,1,0,0
24,10.571342565808699,8.0,1,7.0909098220799835,7.49,0,0.03,0,2,0.03076923076923077,13000.0,0.08333333333333333,1,0,0,0,0,0,0,0,0,1
24,11.156264806643742,1.0,2,9.61587214452889,11.46,0,0.21,0,2,0.21428571428571427,23333.333333333332,0.08333333333333333,1,0,0,0,0,0,0,0,0,1
42,10.373522431293592,7.0,1,8.006700845440367,6.99,0,0.09,0,12,0.09375,2461.5384615384614,0.2857142857142857,0,0,0,1,0,0,0,1,0,0
21,10.085850775128717,0.0,3,8.434028950155469,13.99,0,0.19,1,2,0.19166666666666668,8000.0,0.09523809523809523,0,0,0,1,0,1,0,0,0,0
23,9.711176264112805,6.0,2,8.383890344101816,9.63,1,0.27,0,4,0.26515151515151514,3300.0,0.17391304347826086,0,0,1,0,0,0,0,0,0,1
30,12.013706813470414,3.0,4,8.517393171418904,15.62,0,0.03,1,10,0.030303030303030304,15000.0,0.3333333333333333,1,0,0,0,0,1,0,0,0,0
37,10.692058542807912,2.0,3,9.127067452782361,12.84,1,0.21,0,13,0.20907190255431324,3143.1428571428573,0.35135135135135137,0,0,0,1,0,0,0,0,1,0
24,10.373522431293592,2.0,3,6.90875477931522,13.06,1,0.03,0,3,0.03125,8000.0,0.125,0,0,0,1,0,1,0,0,0,0
24,10.915106645867503,1.0,1,8.570923513837204,8.07,0,0.1,0,4,0.0959090909090909,11000.0,0.16666666666666666,1,0,0,0,0,0,1,0,0,0
28,12.206077645517674,12.0,1,10.12667110305036,7.9,0,0.13,0,9,0.125,20000.0,0.32142857142857145,1,0,0,0,0,1,0,0,0,0
25,11.608244735642321,5.0,1,9.287394001418473,6.92,0,0.1,0,3,0.09818181818181818,27500.0,0.12,1,0,0,0,0,1,0,0,0,0
36,11.156264806643742,16.0,2,9.210440366976517,9.88,0,0.14,0,14,0.14285714285714285,4666.666666666667,0.3888888888888889,1,0,0,0,0,0,0,0,0,1
35,10.807806912629063,0.0,1,10.032364379457015,6.54,1,0.46,0,9,0.46048902922840257,4940.4,0.2571428571428571,0,0,0,1,0,0,0,1,0,0
26,10.985309671896763,2.0,5,9.798182590890704,16.0,1,0.31,0,4,0.3050847457627119,11800.0,0.15384615384615385,0,0,0,1,0,0,0,0,0,1
31,10.825143863908693,4.0,4,9.392745258631441,12.61,0,0.24,0,9,0.23872045834328,5026.8,0.2903225806451613,1,0,0,0,0,0,0,0,1,0
23,10.97679912709094,6.0,1,8.294299608857235,8.0,0,0.07,0,2,0.06837606837606838,19500.0,0.08695652173913043,1,0,0,0,0,0,0,1,0,0
24,11.082157933374816,2.0,4,9.90353755128617,14.09,0,0.31,1,3,0.3076923076923077,16250.0,0.125,1,0,0,0,0,1,0,0,0,0
26,10.753659849198824,0.0,2,9.433563920090563,11.86,0,0.27,0,3,0.2670940170940171,11700.0,0.11538461538461539,0,0,0,1,0,1,0,0,0,0
32,11.256754979390998,0.0,6,9.210440366976517,18.43,1,0.13,0,6,0.12919896640826872,11057.142857142857,0.1875,1,0,0,0,1,0,0,0,0,0
29,11.982935344196433,9.0,3,9.595670797663967,13.43,0,0.09,1,5,0.091875,26666.666666666668,0.1724137931034483,1,0,0,0,0,0,0,0,1,0
25,11.350418300109132,6.0,1,8.294299608857235,6.54,0,0.05,0,3,0.047058823529411764,21250.0,0.12,1,0,0,0,0,0,1,0,0,0
44,11.156264806643742,15.0,1,8.699681400989514,5.79,0,0.09,0,16,0.08571428571428572,4117.64705882353,0.36363636363636365,0,0,0,1,1,0,0,0,0,0
25,11.362114203075018,7.0,4,10.085850775128717,15.31,1,0.28,1,2,0.27906976744186046,28666.666666666668,0.08,1,0,0,0,1,0,0,0,0,0
33,10.64344675154854,2.0,2,8.853808274977197,10.36,0,0.17,0,8,0.16700066800267202,4657.333333333333,0.24242424242424243,1,0,0,0,0,0,0,0,0,1
29,10.819798284210286,3.0,2,8.343077871169383,9.91,0,0.08,0,6,0.084,7142.857142857143,0.20689655172413793,0,0,1,0,0,0,0,1,0,0
23,11.736077016252437,7.0,2,9.90353755128617,11.11,0,0.16,0,4,0.16,25000.0,0.17391304347826086,0,0,0,1,0,0,0,0,0,1
27,10.308985993422082,4.0,4,7.783640596221253,17.49,1,0.08,1,10,0.08,2727.2727272727275,0.37037037037037035,0,0,0,1,0,0,0,1,0,0
25,11.918397239722838,3.0,1,9.61587214452889,6.54,0,0.1,0,2,0.1,50000.0,0.08,1,0,0,0,0,0,1,0,0,0
24,10.968215530759236,8.0,3,8.987321812850125,13.43,0,0.14,0,4,0.13793103448275862,11600.0,0.16666666666666666,1,0,0,0,0,1,0,0,0,0
35,11.451060699493427,2.0,1,9.210440366976517,7.49,0,0.11,0,9,0.10638297872340426,9400.0,0.2571428571428571,1,0,0,0,0,0,1,0,0,0
29,11.082157933374816,1.0,1,9.169622538697624,5.79,0,0.15,0,5,0.1476923076923077,10833.333333333334,0.1724137931034483,1,0,0,0,0,0,1,0,0,0
23,10.545367754151743,7.0,2,9.392745258631441,11.71,1,0.32,0,2,0.3157894736842105,12666.666666666666,0.08695652173913043,0,0,0,1,0,0,0,0,1,0
24,10.819798284210286,7.0,4,9.105090961257085,15.31,0,0.18,1,3,0.18,12500.0,0.125,1,0,0,0,0,0,0,0,1,0
23,11.571203807011969,7.0,1,9.210440366976517,7.14,0,0.09,0,2,0.09433962264150944,35333.333333333336,0.08695652173913043,1,0,0,0,0,1,0,0,0,0
31,11.002116507732017,5.0,1,8.881975184248867,6.03,0,0.12,0,8,0.12,6666.666666666667,0.25806451612903225,1,0,0,0,0,0,0,1,0,0
27,11.446796346169297,0.0,2,9.680406499268875,11.58,0,0.17,0,5,0.17094017094017094,15600.0,0.18518518518518517,1,0,0,0,0,0,1,0,0,0
22,10.043292972227004,1.0,2,9.091106284052485,10.74,1,0.39,0,4,0.3858695652173913,4600.0,0.18181818181818182,0,0,0,1,1,0,0,0,0,0
28,10.571342565808699,0.0,1,9.169622538697624,7.49,0,0.25,0,8,0.24615384615384617,4333.333333333333,0.2857142857142857,0,0,0,1,0,0,0,1,0,0
23,11.982935344196433,5.0,1,10.463131911491967,7.66,0,0.22,0,2,0.21875,53333.333333333336,0.08695652173913043,1,0,0,0,0,0,0,0,1,0
25,10.422311107413181,5.0,2,6.90875477931522,11.86,0,0.03,0,2,0.02976190476190476,11200.0,0.08,0,0,0,1,1,0,0,0,0,0
22,10.491301994830229,1.0,3,8.517393171418904,12.68,1,0.14,0,4,0.1388888888888889,7200.0,0.18181818181818182,0,0,0,1,0,1,0,0,0,0
39,10.691967639914864,2.0,2,8.987321812850125,9.63,0,0.18,0,17,0.18181818181818182,2444.4444444444443,0.4358974358974359,1,0,0,0,0,0,0,1,0,0
23,11.002116507732017,4.0,2,8.630700432209832,10.99,0,0.09,0,2,0.09333333333333334,20000.0,0.08695652173913043,1,0,0,0,0,1,0,0,0,0
26,10.778977123006351,0.0,2,9.472781556562168,11.26,0,0.27,0,3,0.2708333333333333,12000.0,0.11538461538461539,0,0,0,1,1,0,0,0,0,0
29,10.691012660306134,3.0,1,8.853808274977197,7.49,0,0.16,0,8,0.15924291369034077,4884.222222222223,0.27586206896551724,1,0,0,0,0,0,0,0,0,1
27,10.545367754151743,11.0,1,8.294299608857235,7.68,0,0.11,0,9,0.10526315789473684,3800.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0
23,11.51293546492023,1.0,3,9.392745258631441,13.57,0,0.12,0,3,0.12,25000.0,0.13043478260869565,0,0,0,1,0,1,0,0,0,0
27,9.90353755128617,0.0,4,8.37816098272068,16.29,1,0.22,1,7,0.2175,2500.0,0.25925925925925924,0,0,0,1,1,0,0,0,0,0
35,11.51293546492023,9.0,2,8.699681400989514,9.99,0,0.06,0,7,0.06,12500.0,0.2,1,0,0,0,0,1,0,0,0,0
30,12.100717685412471,5.0,1,9.546884034617925,6.03,0,0.08,0,9,0.07777777777777778,18000.0,0.3,1,0,0,0,0,0,0,1,0,0
28,11.205054290550551,0.0,3,9.575052927597383,12.98,0,0.2,1,6,0.19591836734693877,10500.0,0.21428571428571427,0,0,0,1,0,0,1,0,0,0
23,11.849404844423074,0.0,1,8.160803920954665,5.79,0,0.03,0,3,0.025,35000.0,0.13043478260869565,1,0,0,0,0,1,0,0,0,0
27,10.348205424565993,2.0,3,8.699681400989514,14.35,0,0.19,0,7,0.19230769230769232,3900.0,0.25925925925925924,0,0,1,0,0,0,1,0,0,0
30,11.241129864948206,3.0,1,8.071218539969863,8.49,0,0.04,0,7,0.04199475065616798,9525.0,0.23333333333333334,1,0,0,0,0,0,1,0,0,0
31,11.156264806643742,4.0,1,9.392745258631441,6.91,0,0.17,0,7,0.17142857142857143,8750.0,0.22580645161290322,1,0,0,0,0,0,0,1,0,0
30,10.596659732783579,0.0,3,8.343077871169383,12.68,0,0.1,0,7,0.105,5000.0,0.23333333333333334,0,0,0,1,0,0,0,0,1,0
23,10.819798284210286,0.0,2,7.937731775260109,10.59,0,0.06,0,2,0.056,16666.666666666668,0.08695652173913043,0,0,1,0,0,0,0,0,0,1
25,11.050905878263567,3.0,3,8.006700845440367,13.47,0,0.05,0,2,0.047619047619047616,21000.0,0.08,1,0,0,0,0,1,0,0,0,0
22,10.384462031332603,6.0,3,6.90875477931522,15.27,1,0.03,1,2,0.030909990108803166,10784.0,0.09090909090909091,1,0,0,0,0,0,1,0,0,0
26,11.669937760751914,4.0,1,9.575052927597383,7.49,0,0.12,0,4,0.12307692307692308,23400.0,0.15384615384615385,1,0,0,0,0,0,0,0,0,1
24,10.308985993422082,4.0,1,8.031385330625534,7.49,0,0.1,0,4,0.1025,6000.0,0.16666666666666666,1,0,0,0,1,0,0,0,0,0
24,10.874285408908944,1.0,3,8.987321812850125,12.87,0,0.15,1,3,0.15151515151515152,13200.0,0.125,0,0,0,1,0,0,0,1,0,0
47,10.919641718763716,9.0,4,10.12667110305036,15.31,1,0.38,1,13,0.45248868778280543,3946.4285714285716,0.2765957446808511,0,0,0,1,0,0,0,1,0,0
21,9.952325334619427,2.0,2,8.294299608857235,11.86,0,0.19,0,2,0.19047619047619047,7000.0,0.09523809523809523,0,0,0,1,1,0,0,0,0,0
23,11.362114203075018,7.0,4,8.476579508530941,16.0,1,0.06,1,3,0.05581395348837209,21500.0,0.13043478260869565,1,0,0,0,1,0,0,0,0,0
31,9.994287576862567,4.0,4,9.15915233520675,14.59,1,0.43,0,8,0.4337899543378995,2433.3333333333335,0.25806451612903225,0,0,0,1,0,0,0,0,1,0
27,11.719947764402807,0.0,3,9.489939868234607,16.11,0,0.11,1,7,0.10752032520325203,15375.0,0.25925925925925924,1,0,0,0,0,0,0,0,0,1
31,11.265758139843117,4.0,1,7.793999089503996,5.42,0,0.03,0,10,0.031049935979513443,7100.0,0.3225806451612903,0,0,0,1,0,0,0,1,0,0
33,11.813037464800539,13.0,1,9.392745258631441,7.9,0,0.09,0,7,0.08888888888888889,16875.0,0.21212121212121213,1,0,0,0,1,0,0,0,0,0
29,10.385944565501662,0.0,3,8.294299608857235,12.98,0,0.12,1,6,0.12345679012345678,4628.571428571428,0.20689655172413793,1,0,0,0,1,0,0,0,0,0
24,11.461642696843066,8.0,1,8.77971129020447,8.49,0,0.07,0,2,0.06842105263157895,31666.666666666668,0.08333333333333333,0,0,0,1,0,0,0,0,1,0
25,11.156264806643742,1.0,1,8.657129031713755,8.0,0,0.08,0,4,0.08214285714285714,14000.0,0.16,0,0,0,1,0,0,0,0,0,1
48,10.799595985047786,2.0,4,8.699681400989514,14.09,1,0.12,1,11,0.12244897959183673,4083.3333333333335,0.22916666666666666,0,0,0,1,0,1,0,0,0,0
25,10.404293143019792,9.0,1,8.071218539969863,5.42,0,0.1,0,4,0.09696969696969697,6600.0,0.16,0,0,0,1,0,0,0,1,0,0
21,10.55843949396453,5.0,1,8.77971129020447,7.51,0,0.17,0,3,0.16883116883116883,9625.0,0.14285714285714285,1,0,0,0,0,0,0,0,1,0
23,10.778977123006351,7.0,1,9.19023970026918,7.88,0,0.2,0,4,0.20416666666666666,9600.0,0.17391304347826086,0,0,0,1,1,0,0,0,0,0
29,10.736418414365376,9.0,1,8.294299608857235,6.76,0,0.09,0,9,0.08695652173913043,4600.0,0.3103448275862069,1,0,0,0,0,0,0,0,1,0
37,11.134311613512741,2.0,3,8.188966863648876,15.23,0,0.05,1,11,0.052570093457943924,5706.666666666667,0.2972972972972973,0,0,0,1,0,0,0,1,0,0
26,9.575052927597383,2.0,3,7.824445930877619,13.47,1,0.17,1,4,0.1736111111111111,2880.0,0.15384615384615385,0,0,0,1,0,0,0,0,0,1
25,11.695255355062795,3.0,2,8.006700845440367,10.14,0,0.03,0,3,0.025,30000.0,0.12,0,0,1,0,0,1,0,0,0,0
27,11.338583982516495,0.0,4,7.824445930877619,14.59,1,0.03,0,9,0.02976190476190476,8400.0,0.3333333333333333,0,0,0,1,0,0,0,0,0,1
39,11.246939650600208,2.0,1,8.764209507142004,7.49,0,0.08,0,15,0.08350294869787589,4790.25,0.38461538461538464,0,0,0,1,0,0,0,0,0,1
25,10.404293143019792,6.0,2,8.006700845440367,10.95,0,0.09,0,4,0.09090909090909091,6600.0,0.16,0,0,0,1,0,0,0,0,1,0
23,10.491301994830229,3.0,4,9.61587214452889,14.59,1,0.42,0,4,0.4166666666666667,7200.0,0.17391304347826086,0,0,0,1,0,0,0,0,0,1
29,10.859018228147887,9.0,1,9.210440366976517,8.0,0,0.19,0,6,0.19230769230769232,7428.571428571428,0.20689655172413793,0,0,0,1,0,0,0,0,0,1
25,11.385103457032141,9.0,5,9.210440366976517,17.88,1,0.11,1,4,0.11363636363636363,17600.0,0.16,0,0,0,1,0,1,0,0,0,0
26,11.06665398721974,4.0,2,6.90875477931522,10.75,0,0.02,0,3,0.015625,16000.0,0.11538461538461539,0,0,0,1,1,0,0,0,0,0
32,12.144202560946876,14.0,2,10.12667110305036,10.62,1,0.13,0,5,0.13297872340425532,31333.333333333332,0.15625,0,0,0,1,1,0,0,0,0,0
45,11.51293546492023,16.0,1,9.680406499268875,6.62,0,0.16,0,16,0.16,5882.35294117647,0.35555555555555557,1,0,0,0,0,0,0,0,1,0
24,11.652696102959753,3.0,4,9.392745258631441,15.05,1,0.1,0,4,0.10434782608695652,23000.0,0.16666666666666666,1,0,0,0,1,0,0,0,0,0
60,10.275085591132715,0.0,4,7.824445930877619,15.33,1,0.09,1,27,0.08620689655172414,1035.7142857142858,0.45,0,0,0,1,0,0,1,0,0,0
24,10.915106645867503,3.0,1,9.61587214452889,6.62,0,0.27,0,3,0.2727272727272727,13750.0,0.125,1,0,0,0,0,0,0,0,1,0
22,10.379752786950895,5.0,2,8.77971129020447,11.83,0,0.2,0,2,0.20186335403726707,10733.333333333334,0.09090909090909091,0,0,0,1,0,0,0,0,1,0
41,11.082157933374816,3.0,3,9.210440366976517,13.485,0,0.15,0,15,0.15384615384615385,4062.5,0.36585365853658536,0,0,0,1,0,1,0,0,0,0
26,11.127277689932466,9.0,3,9.392745258631441,13.485,0,0.18,1,3,0.17647058823529413,17000.0,0.11538461538461539,1,0,0,0,0,1,0,0,0,0
21,9.798182590890704,0.0,2,8.740496729931813,10.62,1,0.35,0,4,0.3472222222222222,3600.0,0.19047619047619047,0,0,1,0,0,0,0,0,0,1
27,9.210440366976517,2.0,4,7.0909098220799835,14.11,1,0.12,1,6,0.12,1428.5714285714287,0.2222222222222222,0,0,0,1,0,0,0,0,0,1
48,11.156264806643742,2.0,1,9.980494888896912,7.51,0,0.31,0,11,0.30857142857142855,5833.333333333333,0.22916666666666666,1,0,0,0,0,0,1,0,0,0
39,11.184435286790631,9.0,2,9.61587214452889,11.86,0,0.21,0,15,0.20833333333333334,4500.0,0.38461538461538464,1,0,0,0,1,0,0,0,0,0
34,11.08523008522044,13.0,1,8.987321812850125,6.92,0,0.12,0,7,0.12269938650306748,8150.0,0.20588235294117646,1,0,0,0,0,0,0,0,0,1
37,9.898324245579248,0.0,5,9.210440366976517,17.14,1,0.5,0,11,0.5026135906714918,1658.0,0.2972972972972973,0,0,0,1,0,1,0,0,0,0
28,10.126511096649761,2.0,3,8.853808274977197,12.53,0,0.28,0,8,0.28004480716914704,2777.3333333333335,0.2857142857142857,0,0,0,1,1,0,0,0,0,0
26,11.112462823634855,1.0,1,10.275085591132715,7.51,0,0.43,0,2,0.43283582089552236,22333.333333333332,0.07692307692307693,1,0,0,0,0,0,0,0,0,1
25,11.141876276228,3.0,4,9.210440366976517,14.09,1,0.14,1,2,0.14492753623188406,23000.0,0.08,0,0,0,1,0,0,1,0,0,0
29,10.819798284210286,6.0,1,8.006700845440367,7.29,0,0.06,0,10,0.06,4545.454545454545,0.3448275862068966,0,0,0,1,0,1,0,0,0,0
57,12.04355959836804,5.0,3,8.748463629942055,13.11,0,0.04,0,26,0.03705882352941176,6296.2962962962965,0.45614035087719296,0,0,0,1,0,0,1,0,0,0
25,11.49273296168228,9.0,5,10.12667110305036,16.45,1,0.26,0,4,0.25510204081632654,19600.0,0.16,1,0,0,0,0,0,1,0,0,0
24,10.596659732783579,2.0,1,8.131824785007195,7.4,0,0.09,0,3,0.085,10000.0,0.125,1,0,0,0,1,0,0,0,0,0
24,10.545367754151743,6.0,1,8.630700432209832,7.49,0,0.15,0,3,0.14736842105263157,9500.0,0.125,0,0,0,1,0,0,0,0,0,1
22,10.915106645867503,5.0,1,8.699681400989514,7.51,0,0.11,0,3,0.10909090909090909,13750.0,0.13636363636363635,0,0,0,1,1,0,0,0,0,0
23,10.239995502805316,1.0,3,8.922791623969637,13.485,0,0.27,0,4,0.26785714285714285,5600.0,0.17391304347826086,0,0,1,0,0,1,0,0,0,0
23,10.12667110305036,1.0,2,8.517393171418904,10.99,0,0.2,0,4,0.2,5000.0,0.17391304347826086,0,0,0,1,0,1,0,0,0,0
24,9.210440366976517,8.0,1,8.006700845440367,7.9,1,0.3,0,3,0.3,2500.0,0.125,0,0,0,1,0,0,0,0,1,0
26,10.764286715905591,3.0,2,8.699681400989514,12.69,0,0.13,0,4,0.12684989429175475,9460.0,0.15384615384615385,1,0,0,0,0,0,0,0,0,1
22,11.446796346169297,6.0,2,8.517393171418904,9.99,0,0.05,0,2,0.053418803418803416,31200.0,0.09090909090909091,1,0,0,0,0,1,0,0,0,0
23,10.789339695269716,5.0,1,8.25608813381491,8.49,0,0.08,0,2,0.07938144329896907,16166.666666666666,0.08695652173913043,0,0,0,1,0,0,0,1,0,0
24,10.77270764101727,0.0,2,8.630700432209832,9.99,0,0.12,0,2,0.11740041928721175,15900.0,0.08333333333333333,0,0,0,1,0,0,0,1,0,0
26,11.082157933374816,11.0,1,9.301186055275759,7.88,0,0.17,0,2,0.16846153846153847,21666.666666666668,0.07692307692307693,1,0,0,0,0,0,1,0,0,0
24,11.385058001970144,8.0,4,9.210440366976517,14.84,1,0.11,1,2,0.11364152916041638,29332.0,0.08333333333333333,0,0,0,1,1,0,0,0,0,0
30,10.596659732783579,5.0,1,9.169622538697624,8.49,0,0.24,0,10,0.24,3636.3636363636365,0.3333333333333333,1,0,0,0,0,0,1,0,0,0
24,11.695255355062795,8.0,2,9.546884034617925,10.74,0,0.12,0,3,0.11666666666666667,30000.0,0.125,1,0,0,0,0,0,1,0,0,0
27,11.28523408795581,11.0,4,9.862717639992917,13.87,0,0.24,1,9,0.2410969913104626,7963.6,0.3333333333333333,0,0,0,1,0,0,0,0,1,0
35,11.23850177707664,2.0,3,6.90875477931522,13.49,0,0.01,0,8,0.013157894736842105,8444.444444444445,0.22857142857142856,0,0,0,1,0,0,0,0,0,1
26,10.819798284210286,9.0,1,9.210440366976517,7.49,0,0.2,0,3,0.2,12500.0,0.11538461538461539,1,0,0,0,1,0,0,0,0,0
26,10.778977123006351,10.0,2,7.601402334583733,10.99,0,0.04,0,2,0.041666666666666664,16000.0,0.07692307692307693,1,0,0,0,0,0,0,0,1,0
